frame_id,vehicle_speed,lane_curvature,lane_visibility,road_type,weather_condition,camera_angle,lane_detected,left_lane_position,right_lane_position
65,68.12525822394198,0.3635323674099458,0.303739822629848,city,snowy,161.7166805450381,1,-1.420038708803357,1.936460169408194
66,73.56240028570824,0.49475261439369506,0.5991648733671665,highway,rainy,61.288337659971276,1,-1.8119132620889924,1.821151451117694
67,59.27989878419666,0.4723664704955783,0.47152548545207984,highway,foggy,176.82637792193395,0,-1.7263300113061715,1.8487199034808466
68,70.03532897892023,0.5433749685960962,0.3368945651790579,city,foggy,172.68838321359013,0,-2.049224624594967,1.9020674170450926
69,63.61636025047634,0.5215668770933619,0.3743141582836784,highway,snowy,141.35577164216792,0,-1.6899683383255721,1.677883710393071
70,53.54880245394876,0.464745375726338,0.37092366015897615,highway,clear,146.48399600741197,0,-1.9611494143070023,1.9838862708764202
71,63.61395605508414,0.45590978113891445,0.9724066947103174,rural,snowy,73.89816483597161,0,-1.6172214189840701,1.7989731782529383
72,75.38036566465969,0.38835491448159526,0.23299698805295255,rural,foggy,72.45739715347622,0,-2.1080618476653914,1.7701952264507068
73,59.64173960890049,0.598786158240651,0.8180615602722586,rural,rainy,171.79152448805868,0,-1.8063512055733513,1.9814859796623838
74,75.64643655814007,0.545920418159953,0.708210837588187,city,rainy,65.91532491965557,0,-1.5934312415324379,1.6963091924444769
75,33.80254895910255,0.5917768197795137,0.005570005603550587,city,foggy,17.437120033147785,0,-1.764875823875046,1.7119036668518588
76,68.21902504375224,0.46896038635244863,0.993176218125488,city,clear,27.486195874427708,0,-1.8279910518131222,1.8908144751733298
77,60.870470682381715,0.43431645313055695,0.7564393706335736,city,snowy,127.87181373472598,1,-1.5326187433412768,1.8357033227796653
78,57.009926495341325,0.3921684933370772,0.6824495863507913,highway,foggy,68.93656831613599,0,-1.9642245618835377,2.4580261437321136
79,60.91760776535502,0.535891758374066,0.4053247076766373,highway,foggy,35.88171114819468,1,-2.034129309942826,2.0005339003997107
80,40.124310853991076,0.3960206775471765,0.5552030889142896,rural,foggy,146.48150316295147,1,-2.0087418145126605,1.3214518834371596
81,57.80328112162488,0.6848663068966551,0.2532708956674702,highway,snowy,87.9612283211926,1,-2.001140195155427,1.856139824822271
82,63.57112571511746,0.36923574189065594,0.03548340514569748,city,rainy,102.17541685856118,1,-1.7168794230524527,1.4312804459017048
83,74.77894044741517,0.5273660119212502,0.8360216584459729,highway,snowy,27.71088383701915,1,-1.8602349448446387,1.7170157810744242
84,54.81729781726352,0.6566854707213786,0.8964844936811717,rural,foggy,34.69575625486906,1,-1.6032974279275058,1.8352060925276845
85,51.91506397106812,0.5599089759263809,0.16247063661423988,city,rainy,22.654086655285038,1,-1.7078975455524168,1.7078560879250648
86,54.982429564154636,0.517567371249178,0.787056095845733,highway,clear,92.6177038621976,0,-1.7269640985858845,1.3617476401836521
87,69.15402117702074,0.40315163530381043,0.7411526732856587,rural,foggy,139.6182621109058,0,-2.147273190486255,1.8118548097662757
88,63.287511096596845,0.3618230811432296,0.17837500193609046,highway,rainy,131.81134389866537,1,-1.6855072015749368,1.6874827212047587
89,54.70239796232961,0.5770050108917586,0.4218288025747938,rural,rainy,47.021547693998144,1,-1.5501079734555765,1.928337015540406
90,65.13267433113356,0.6506147240774947,0.42275792083410335,rural,rainy,153.27903382301474,1,-1.7793072843119273,1.4206235649738177
91,60.9707754934804,0.4561150009521828,0.7599642583052485,rural,foggy,19.01895266527442,1,-1.993336991385261,1.6545210055435111
92,69.68644990532889,0.3860938492383649,0.8376609057760555,city,clear,20.528994614960023,1,-2.1104552458627936,1.9629274261273422
93,52.979469061226474,0.25418305694509813,0.09477512139137101,highway,rainy,152.874770868753,0,-1.6008055020473382,1.3540188619691687
94,56.723378534022316,0.40192351563374623,0.5629692349042029,highway,foggy,43.995521011661445,1,-1.779576148824787,1.8952757651416634
95,56.078918468678424,0.48863431575009597,0.7617484969288852,city,rainy,127.46085203521709,1,-2.071903567063704,1.6441619062211816
96,45.364850518678814,0.6599123240836734,0.7861905940651585,city,snowy,1.634326545901672,0,-1.7236055200850315,1.7532231147580772
97,62.96120277064576,0.5673133692232969,0.14799352443040892,highway,rainy,16.84819595144755,1,-1.8043464900491615,1.5711793823739184
98,62.610552721798896,0.5305085404706753,0.5255051431507941,city,foggy,109.67196757001096,1,-1.482145528893673,1.7371740843625427
99,60.05113456642461,0.4599880338698869,0.8575587063627029,city,rainy,32.83487187802281,1,-1.9610315596281804,1.5907633060715827
100,57.65412866624853,0.4416834282744044,0.31851857658528415,highway,rainy,5.0784635362972,0,-1.7254451756970781,1.5549972705807067
101,45.84629257949586,0.6405647597507964,0.42511689891179716,rural,snowy,84.05041620299815,1,-1.5627412287889335,1.9617559560958986
102,55.79354677234641,0.520073854075839,0.8043585113363324,city,snowy,59.49368987013336,0,-1.7077048029686475,1.7730738732705766
103,56.572854834732304,0.2897399308078978,0.0893195211837623,highway,foggy,144.40624705496595,0,-1.8314107046614059,1.84830434225464
104,51.97722730778381,0.4326460352102757,0.8594932898889782,highway,clear,147.38921839859475,0,-1.8674690174437192,1.813336637172946
105,58.387142883339905,0.4141783968228373,0.311156716730809,highway,clear,110.59616181765577,1,-1.8624147407999256,2.057382736335778
106,64.04050856814538,0.4453735990822535,0.0014503165911271543,city,clear,52.74607434236145,1,-1.9014474492343525,1.8763760909222333
107,78.8618590121053,0.5562910660285085,0.23415914505635826,rural,clear,83.09279722724109,1,-1.9401374888017564,1.9031361212330127
108,61.74577812831839,0.4892555118205751,0.08950064089550647,rural,foggy,126.4060848788297,1,-1.572607195792994,1.9441947177415775
109,62.57550390722764,0.49231345929963377,0.09238490699624413,highway,foggy,12.475539567954307,0,-1.5902463566135374,1.6282411507505046
110,59.25554084233833,0.6313473161325237,0.6928357341425915,city,snowy,59.84947589906251,0,-1.654421839767513,2.1555387371571797
111,40.812287847009586,0.43035389102133115,0.21397633563906482,city,snowy,148.02654616365092,1,-1.7556855260816897,1.5331474266409308
112,59.73486124550783,0.686419952588735,0.9347423629769824,rural,clear,73.0851376044632,1,-1.762419389793714,1.858615049949276
113,60.60230209941027,0.43286924086289136,0.516444546591304,rural,snowy,112.44024203678386,1,-2.112981212353137,1.8575059271762029
114,84.63242112485287,0.5089198196612571,0.46009825795491854,city,foggy,17.340186444348667,0,-1.6606940581170955,2.2756319746149014
115,58.076390352188774,0.4718796404597233,0.43428351822015165,rural,clear,139.86827553312938,1,-1.7974593212897898,1.8802283492860628
116,63.015473423336125,0.5123419133500962,0.6925876396716318,highway,rainy,18.083788188703544,0,-2.039391015519297,1.6456831689997977
117,59.65288230294757,0.5444591995073129,0.4522627625236084,rural,rainy,155.07454581049626,1,-1.5903201584000932,1.6730356790904255
118,48.31321962380468,0.5433835240088877,0.12860035622519184,city,rainy,19.188188080143863,1,-1.8323357835331155,1.7106492597116887
119,71.4282281451502,0.424688266937942,0.8801721806407565,highway,snowy,160.3606973705418,0,-1.6500607257579254,1.8217882470145574
120,67.51933032686775,0.38770853225524293,0.42839534892565867,city,clear,65.47857736088672,0,-1.7121603954899705,1.8373745846986398
121,67.91031947043047,0.7503171790905712,0.07400457569950247,rural,rainy,112.41553171937556,0,-1.9812132808066585,1.8797041206187763
122,50.906125452052606,0.45160156603994467,0.5293659874977611,rural,clear,152.37909929492238,0,-1.6507245574505587,1.8052844498202367
123,74.02794310936099,0.5699212438671987,0.6473468584557034,highway,foggy,1.8434557783019834,0,-1.9335662240711695,1.905894829784988
124,45.98148937207719,0.3392358689476803,0.27558246415775856,highway,rainy,47.82476905313483,1,-2.1328388062814145,1.5716517167855202
125,65.8685709380027,0.47203872800953234,0.8003404076738423,highway,rainy,163.50089783265463,1,-1.6513925200246404,1.4785018976217588
126,81.90455625809979,0.4872800616017557,0.6697758460373637,highway,rainy,69.87169090526616,0,-1.7599181254902874,2.0204119627532027
127,50.09463674869312,0.5472815069927832,0.6503411692644334,rural,foggy,127.14766664357242,1,-1.777533307131066,1.4817847751599098
128,54.33702270397228,0.2277545859008061,0.4208249528677942,city,clear,25.202170107630437,0,-1.6487419352114807,1.7824188568756587
129,60.99651365087641,0.516614061307833,0.9619153014112878,rural,rainy,122.10688825402731,0,-2.0293522310486525,1.6373544038397096
130,54.96524345883801,0.3850258544632107,0.27418916794924764,rural,rainy,13.16897919468779,1,-1.9903656296588115,2.1523383722793676
131,44.493365689338674,0.5324345711194924,0.5777055010154526,highway,clear,129.11852515764008,1,-2.022475054111544,2.1770293705641963
132,60.68562974806027,0.39636708031618373,0.3090551574726176,highway,snowy,58.28489178962017,0,-1.8944274018403038,1.802602022458251
133,49.37696286273895,0.4144517304074419,0.744804752971554,city,snowy,83.85257807158794,0,-1.7332629974085485,1.737977201829097
134,64.73592430635182,0.47263723896067317,0.04779148387012144,city,rainy,29.926832574070033,1,-1.3923269653866719,1.749574172206658
135,50.80575765766197,0.39476705303968046,0.04589386787504923,rural,rainy,113.0128231921579,1,-1.8485216406448506,1.838651769112303
136,75.4993440501754,0.4524465553264645,0.8108609695187914,city,snowy,60.762173180575246,1,-1.7673088793364353,1.9710534244813407
137,52.16746707663763,0.38066242314566845,0.43426816106367105,highway,snowy,69.00750108888417,0,-2.085378860405613,2.4735682327763655
138,56.77938483794324,0.3166829548301272,0.3411800546003557,highway,rainy,117.39472649174454,0,-1.9098065531263768,1.5882442588505739
139,68.1351721736967,0.6017957052429359,0.6075268621753385,highway,clear,32.19509902005912,0,-2.2113607649576403,1.8483975195210134
140,47.69135683566045,0.37039513071760716,0.7018993438689736,rural,snowy,153.36160084300386,0,-1.3442052751094558,1.7690633349548939
141,62.27459934604129,0.4821319112392016,0.2012013468444066,city,rainy,133.07155300371974,0,-2.1783610043718618,1.695890892357766
142,73.07142754282428,0.5752891081493785,0.18543124140473155,highway,foggy,103.99140056486927,0,-1.9035141985404231,1.7130095161031167
143,43.92516765438772,0.4385055897483957,0.9581507477598815,rural,clear,23.099952074840772,1,-1.8287396071816973,1.7778278689596887
144,61.84633858532304,0.4174834100254462,0.5896643063845693,rural,rainy,123.67974499204426,1,-1.446302728977685,1.8393317058691503
145,62.598827942484235,0.5226238088667422,0.3901164772942681,rural,foggy,3.25788697611469,1,-1.7552333525920782,1.8751013844168143
146,67.81822871777311,0.6117933822727152,0.8014416946695064,city,snowy,144.7912442761099,1,-2.0809327221866933,1.8998966047455856
147,47.63049289121918,0.3830684734913531,0.5251589587779172,city,foggy,54.683585425096545,0,-1.860369741973986,1.5193509056016883
148,46.795433869157236,0.4849852167982561,0.24166281037458137,city,foggy,21.098079095462328,1,-1.787806466129934,1.6653142803306964
149,65.21941565616898,0.32675054050326724,0.20673530564157383,rural,foggy,29.60801173011542,0,-1.9291011804293092,1.9084773113842664
150,62.96984673233186,0.460679899631781,0.3968592661698217,rural,snowy,173.3641917315121,0,-1.9484592587244003,2.0878561584546147
151,62.504928503458764,0.5034204684538075,0.8598958602598796,city,foggy,139.28947521314953,1,-1.9630018451408158,1.8954095228201702
152,63.46448209496975,0.41453753582449343,0.06144791604425892,highway,snowy,42.81695520055204,1,-1.957241294483155,1.739963863806699
153,53.19975278421509,0.45430081661747684,0.21852600075476314,city,rainy,173.42392382333,0,-1.9862443288014364,1.8946410076299478
154,62.322536971610035,0.359177323169255,0.8931518188525914,rural,foggy,25.221180719257838,1,-1.9792474376899194,1.8510997219651122
155,62.93072473298681,0.5077078611381494,0.1217345689692505,rural,clear,132.03489814225944,0,-1.868885195180685,1.5904139644005764
156,52.85648581973632,0.605569424888315,0.6296257182641684,rural,rainy,118.21313283342243,1,-1.6533055464818862,1.7647517036564329
157,78.65774511144757,0.3902856130229536,0.2135113681210251,rural,snowy,147.8658190294038,1,-2.057882986380332,1.8344241775307384
158,64.73832920911788,0.4377328233447617,0.6058668475118884,rural,rainy,68.70576972117706,0,-1.9656966311870594,1.9439319418559933
159,48.08696502797351,0.5502546246454182,0.3831041668442321,rural,foggy,72.33038249593974,1,-1.7923304800381554,2.084354934663975
160,66.5655360863383,0.6212090719322736,0.10167689643099187,city,snowy,112.42206331970218,0,-1.698957733823717,2.1578992985175325
161,50.253183297726785,0.35068101877910685,0.5824750675541064,rural,foggy,71.6770362537399,0,-1.5073184906052717,1.4657318820911704
162,67.87084603742451,0.48312152625840504,0.683042747084586,rural,rainy,7.443160686398127,1,-1.6626048675392562,1.7623275292937213
163,71.58595579007404,0.5283130822319525,0.6802726189658028,rural,clear,131.34744572611328,0,-1.7727763031011625,2.099166134746476
164,51.7931768164829,0.4897943609371152,0.6370344090727096,rural,rainy,115.37029134992288,1,-1.8096567977295686,1.9546747205600277
165,69.63376129244321,0.2523207933122913,0.5002247809355458,rural,rainy,76.26830629607659,1,-1.8287490393931998,1.9644195590947036
166,64.12780926936499,0.5501090009308772,0.5194726168593257,highway,foggy,54.509320958421505,1,-2.0369371554559974,1.654236999374701
167,68.2206015999449,0.6519336351090644,0.6356401098079596,city,clear,57.7306508989263,1,-1.725201620562069,1.6620774095198843
168,78.96792982653947,0.5116661751169503,0.690259361746641,city,foggy,133.3851522681234,0,-1.8913318998914397,1.9317848743164927
169,57.54611883997129,0.39688939467057366,0.6548767388313851,highway,foggy,131.2489582163177,0,-1.7737848658180329,1.7043216808173762
170,52.4626383564251,0.44868727536357167,0.5869455649134517,highway,foggy,147.40531566142502,1,-1.9909887780720745,1.57295100056261
171,51.10485570374477,0.6769913067655593,0.1558389848041184,rural,snowy,137.1924770824996,1,-1.8227215711877653,1.8203642024992008
172,51.841897150345616,0.5909962540860558,0.21061653849286177,city,foggy,136.42995637909172,0,-1.9896869564753148,1.7613611318698355
173,59.228982905858956,0.564002661838433,0.26022402103534836,city,clear,45.31918212997769,0,-1.6975851460639626,1.9737487902247386
174,63.41151974816644,0.5356412583534376,0.9196616570875022,highway,foggy,18.29025982777749,1,-1.8557895013576176,1.8822469019421701
175,62.766907993300194,0.43388628878090274,0.7593950917969665,city,foggy,137.1154078864831,1,-1.769113686723,2.186883744926085
176,68.27183249036024,0.47994288193442314,0.5528668195368782,city,clear,17.75124353803552,1,-1.8920597670954007,1.6020795829963368
177,60.13001891877907,0.49220772643214844,0.2520569285440468,rural,rainy,176.78005295309637,1,-1.666851831090072,1.8086866991598747
178,74.53534077157317,0.5549574316064444,0.11089152324417118,rural,foggy,157.51606814100126,0,-1.7331657061170962,1.9131407280882655
179,57.35343166762044,0.6508918894266904,0.8987592259799747,rural,rainy,96.02308834581369,1,-1.9717945495392974,1.9056581541854574
180,87.20169166589619,0.6118338136793128,0.892666015822917,city,foggy,63.39304171838906,1,-1.9877522026794585,1.851318703582298
181,66.25667347765007,0.35806156442039594,0.11069559569569154,city,foggy,94.83174647053721,1,-1.6305619966723726,1.451548838384816
182,51.42842443583717,0.5223994968901049,0.7972166660964961,rural,snowy,132.17432995860673,0,-2.263116375690521,1.4075207129281524
183,49.29107501938888,0.5736763345167897,0.44664506930991266,rural,clear,136.1393961409106,1,-1.5289888962889977,1.5850270865386764
184,64.82472415243186,0.5618860330144635,0.3239669328305401,city,clear,13.259879756985173,0,-1.9498400046640336,1.899289044201213
185,57.76537214674149,0.43707662366125805,0.7391045362087072,city,rainy,144.8737370810671,1,-1.6752550123549508,1.4201593231121092
186,67.14000494092092,0.7914109215768361,0.6143295410607306,highway,snowy,115.469474706928,1,-1.7296515143267288,1.9321692261396786
187,64.73237624573545,0.3722915437668881,0.7800301075933374,rural,foggy,7.304330502936507,0,-1.8773685655833245,1.7394165914770539
188,59.271710873431275,0.391681155333395,0.07432886063293709,rural,snowy,56.36901704648225,1,-1.7441221959056055,1.7328108580504729
189,51.532062819315954,0.5233595081261576,0.3185870199574564,rural,clear,91.91544636497686,1,-1.7925223385440703,2.1885621326863642
190,44.851527753141355,0.7116803054963854,0.31931685041673574,city,foggy,33.92126859698549,0,-1.6515655025667353,2.1576144570760882
191,55.53485047932979,0.4163805149295829,0.3297530922877655,city,foggy,27.943295197419854,0,-1.9590172463525892,1.6652862912329722
192,68.56398794323472,0.47341716343530077,0.5024798726438054,highway,rainy,2.570609627519176,0,-1.6711201945315826,1.9549863579534887
193,62.14093744130204,0.6077293673015693,0.28301380308094737,highway,snowy,164.07911402122653,0,-2.1919949498160802,1.8076582389211109
194,47.542612212880115,0.49821378451122666,0.4443836100875197,rural,foggy,10.099431905433711,1,-1.6874442075053968,1.9710934886605116
195,61.73180925851182,0.46653961454697046,0.3677775931154158,highway,clear,65.88205586352522,1,-1.8048697777357892,1.7217497673425424
196,63.85317379728837,0.556563290188672,0.7352960480205113,city,rainy,37.03889470886819,0,-1.7104017992666614,1.533063773362584
197,51.16142563798867,0.5272517990229593,0.6035007956750501,highway,clear,133.38595839732503,1,-1.6843934610225852,1.7916263881557855
198,61.53725105945528,0.6030438785636791,0.6536294323173154,highway,rainy,127.29323834667619,1,-1.5137865297314597,1.9622932758817246
199,60.58208718446,0.6291468889065364,0.21058389408264444,city,snowy,145.12003415315658,1,-1.7810165390530994,1.7723409851501066
200,48.57029702169377,0.5307003060005362,0.32550216532688936,rural,rainy,111.02549422409726,1,-1.9794087248819436,1.965025718810298
201,63.577873603482836,0.5291732725378309,0.021165447612074284,rural,snowy,106.49756886000031,1,-1.4431409585617905,2.0547215433559005
202,65.60784526368235,0.5214110982286133,0.10837470729316989,highway,snowy,73.2799287849392,1,-1.7334688275217403,2.0357402906722517
203,70.83051243175277,0.5489130556649288,0.26505423198888733,city,foggy,114.54456601959627,1,-1.6326993691109688,1.8940228912761259
204,70.53802052034902,0.5055170637871464,0.06546372130202105,city,snowy,20.737005294015546,0,-1.8826139650905729,1.5362159738745231
205,46.22330632042909,0.49993915176777104,0.6026324003547024,highway,rainy,123.21231285639324,1,-1.8844502274330486,1.4052149847681819
206,50.62174960084877,0.6196627120827243,0.9981301159238253,rural,rainy,18.701596415355834,0,-1.7775237201994611,1.9178158633528226
207,65.1503526720866,0.6516116180355043,0.10081521406538851,rural,foggy,155.11318245587992,1,-1.69243479572325,1.9563097551847632
208,65.1378595091221,0.3492447055366579,0.8212302126692651,rural,rainy,91.02290504886994,1,-1.7453313444190228,1.8020475644452503
209,65.15047686306048,0.5010021151740569,0.11881624726514717,city,snowy,95.4642428164153,0,-1.999205893480541,1.8526205596124066
210,98.52731490654722,0.4311305566554765,0.6699140187964361,city,rainy,105.27436839694245,0,-1.495973656469629,1.7810203079774234
211,65.70890510693167,0.46890285335139276,0.6431576030590171,city,clear,139.68944981619427,0,-2.0386624203206547,1.8137870992791474
212,71.35565640180599,0.5402516209735322,0.9027169348111993,rural,clear,86.12471175699014,0,-1.734162034451768,1.8762734760649935
213,69.54001763493203,0.5669438371542468,0.11394561368051237,highway,foggy,76.96585325651796,0,-1.7950443710635207,1.9808286814793195
214,66.51391251305797,0.4887873556388655,0.3154444660818978,city,snowy,51.9000222191224,0,-1.2945481570603992,1.8224266217923126
215,56.84730755359654,0.3086659665277197,0.09077976035468571,city,rainy,23.047083129166438,1,-1.8868487316679052,1.8036358506706942
216,67.58969220493267,0.403495441942382,0.4073833258044338,highway,foggy,34.26165739368596,1,-2.0452241179980044,1.7711926700523446
217,52.27174785462428,0.5896499670200166,0.9115931735574448,rural,foggy,0.09501186344982537,0,-1.6699403342667782,1.8463234965396609
218,57.63181393259991,0.22595735779650689,0.7815231510618561,city,snowy,156.49589660142013,1,-1.900455703067125,1.3995040027850567
219,55.14636452170897,0.6187427151682,0.7229001004453192,rural,foggy,137.69251108179873,0,-1.5872245611073823,1.9826922250468844
220,60.81874139386323,0.5521229990644542,0.533027504862702,city,clear,39.36283718741215,0,-1.6248246198997303,1.7617411830589327
